,Unique_ID,Reviewer_Name,No-of_comment_likes,No-of_comment_dislikes,comment,Ratings,comment_text,word_counts
1088,1089,Suraj Prakash,0,0,Fabulous!,1,Just like a wow ??EAD MORE,45
1021,1022,Aman Gulati,0,0,Awesome,1,Very nice product.,28
830,831,Flipkart Customer,1,0,Super!,1,It's Camera is very nice ????...,51
1234,1235,Arun  Singh ,0,0,Perfect product!,1,Winning performance.,27
1303,1304,Jaba  Das,0,0,Terrific,1,Very good service.very good mobile.,51
35,36,Divya Dwivedi,5,2,Super!,1,"This phone samsung galaxy s23 fe is really good, sleek in design, and handy. It's camera is performing outstanding. The adapter of charger is not in the box. Only sim ejector pin and charging cable would come with the device..",347
1240,1241,Himanshu  Bisht,0,0,Must buy!,1,Nice.,9
852,853,Rahul  Chouhan ,1,0,Perfect product!,1,Great performance ????????????.,41
839,840,SUYOG LOKHANDE,1,0,Mind-blowing purchase,1,Good Design and aesthetics. Best battery life for normal use.,92
432,433,RAHUL KUMAR,0,1,Worst experience ever!,0,So bad.,14
51,52,naval kani,5,1,Nice,1,Heating issue only otherwise ok.,48
362,363,Sameer  Patra,0,0,Wonderful,1,I like it.,20
754,755,Flipkart Customer,2,0,Great product,1,It's just awesome I truly loved it. The design the performance the haptic feedback everything is just perfect. Totally worth it..,193
925,926,Kiran,0,0,Excellent,1,This is amazing product and I got brand New mobile not a activated and refurbished mobile.,139
127,128,Flipkart Customer,0,0,Wonderful,1,"The device has performed admirably during my period of usage.While it does exhibit a slight tendency to generate heat, the extent of this issue has been exaggerated.The camera captures exceptional images.The audio quality produced by the speaker is outstanding.The device incorporates AI-driven capabilities that offer significant utility..",482
113,114,AKHIL YADAV,1,0,Great product,1,Awesome phone 👍📱.,27
631,632,Naveen  Balaji,0,0,Best in the market!,1,Good  but  I purchased product that product call speaker is 4 /2 time not working.,126
437,438,KOUNISH PAL,0,0,Perfect product!,1,WORTH OF MONEY ..,30
132,133,Nayan Patel,0,0,Classy product,1,Good Performance.,24
333,334,Sabareesh Umesh,0,0,Excellent,1,Worth for money.such a premium phone.,56
352,353,Rohan Molla,8,5,Worthless,0,Very disappointed with one plus......my charger blasted within 7 days after purchasing the mobile.......,147
922,923,Pooja Sherla,0,0,Simply awesome,1,Good product.,20
652,653,Pole Ramulu,0,0,Worth every penny,1,Oneplus 11r phone was awesome mobile from all departments it's performance is very smooth and easy the very feel good mobile.,189
663,664,Pritam Kumar Patra ,248,53,Delightful,1,"Review for the OnePlus Note 3:1. **Performance: 8/10**   - Solid performance overall, handling daily tasks with ease.   - Smooth multitasking and responsiveness.2. **Battery: 5/10**   - Below-average battery performance.   - May struggle to last a full day with moderate to heavy usage.3. **Display: 9/10**   - Vibrant and immersive display.   - Sharp visuals with good color accuracy.4. **Sound: 7/10**   - Decent sound quality.   - Could be improved for a more immersive audio ex....",683
326,327,Flipkart Customer,0,0,Worth the money,1,Very very good phone 🤳🤳📱.,41
941,942,Flipkart Customer,2,1,Slightly disappointed,0,Avarage product.. not good.,40
481,482,Pushpraj Upadhyay,0,0,Worth every penny,1,Very good phone I like it.,45
296,297,Flipkart Customer,1,0,Terrific,1,"This phone has a high quality camera or is worth the price.Touch or screen both are very smooth like an iPhone.Speed or processing is very fantastic.Really best than other Android phones.Battery backup is too great  and charging is very fast, just recharge battery in maximum 20 minutes..",429
618,619,Jeychitra  Subramaniyam,0,0,Wonderful,1,"After 1 days ... Battery drains fast but charges fast with 100W charger, very good display, impressive look 😍 very smooth for usage High recommend.",223
1380,1381,Dinesh  Saini,0,0,Delightful,1,Thank.,10
396,397,Pawan Kumar,0,0,Terrific purchase,1,Increase my limit.,28
716,717,Prashant Singh ,3,0,Excellent,1,Worth it .Camera is absolutely fantasticProcess is amazingDisplay is outstandingTotally worth it to spend money on this..Just a little fast battery drainage compared to others but it is nothing because it has 80W fast charging. Go for it ..,358
535,536,sridhar  sridhar,0,0,Awesome,1,Very Nice phone.,26
697,698,Mohan  Kalyan,5,0,Excellent,1,Worth varma worthuuu.....,35
39,40,Flipkart Customer,2,0,Perfect product!,1,Good quality camera quality 🥰.,46
819,820,Suraj Kumar  Sahani,0,0,Simply awesome,1,Good product.,20
666,667,Sonu Rao,654,157,Just wow!,1,Super.,10
89,90,Mohd Saleem,1,0,Excellent,1,Good experience and NO heating issue observed.👍.,70
1218,1219,Prasad Phate,0,0,Perfect product!,1,First impressions are very good..,49
372,373,Pijush Jitu,0,0,Wonderful,1,All over performance good👍.,40
607,608,Biswajit  Samal ,0,0,Must buy!,1,"Camera is not so good , other wise performance is best.",89
1239,1240,Lucky Verma,0,0,Fair,1,Through prize drop you can find out how useless your mobile is.it gets very hot in summerSound delay problem occurs even when playing normal game.,222
435,436,Flipkart Customer,0,0,Worth every penny,1,Nice Product.,20
1159,1160,Rutvik Patel,0,0,Highly recommended,1,Best mobile.,19
622,623,J.P. Jambaiah,0,0,Simply awesome,1,Good.,9
482,483,Ramaprasad Deverasetty,0,0,Good quality product,1,Very nice.,17
1039,1040,Madan Singh,0,0,Fabulous!,1,Awesome ?? product.,29
927,928,Flipkart Customer,0,0,Wonderful,1,Overall phone is good but battery is average..,71
543,544,Avanish singh,0,0,Terrific purchase,1,Awesome product.,23
217,218,Flipkart Customer,2,0,Nice,1,Having software issues.,33
414,415,Md Ali  Hussain ,0,0,Nice product,1,Good product I love it.,39
589,590,Arvind  Singh,0,1,Pretty good,1,Parformance all good 👍😊 Don't worry pesaa wasul item.,81
632,633,Karan Goyal,0,0,Brilliant,1,Fantastic Phone to use.,36
490,491,Venkatesh Reddy,1,2,Useless product,0,Literally dispointed with performance. 11R has launched recently but this phone also have green and blue line issues. Waste of money..,198
8,9,Abhilash Thakre,559,188,Nice,1,Overall phone is good for normal use but there's heating issue if you use it for long time.,146
763,764,Flipkart Customer,5,2,Fair,1,There are a couple of issues with this phone.1st is the battery drainage problem. Battery is getting drained very fast.2nd is heating issue. It is getting heated very high during charging or If you do multitasking for sometime.3rd is camera performance. It is the worst I have ever seen. Phones in 20-25k price range have much better camera performance than this..,548
564,565,Rahul Yadav,0,0,Wonderful,1,Nice back camera I'm low light.,50
238,239,HIMANSHU Yadav,1,0,Pretty good,1,This product is very good and value for money.Battery camera and processor so good ...Design also very goodHaptics is brilliantIt feels rich 🤣Overall best mobile under 40k ..,259
63,64,rajat  gupta,1,0,Good choice,1,Display quality superb...,35
649,650,Vijay Pratap,1,5,Horrible,0,"Audio problem,  voice is not clear.",53
971,972,Vinay Singh,0,0,Brilliant,1,Nice mobile.,19
822,823,Flipkart Customer,0,0,Terrific,1,Awesome.,12
557,558,Amit Sahoo ,0,0,Wonderful,1,Nice product.,20
421,422,DAVOOD DARs,0,0,Just wow!,1,Superrbb.,13
1324,1325,Pranav Kumar,0,0,Super!,1,Very good thanku Flipkart.,39
252,253,bijit  kurmi,0,0,Must buy!,1,Good.,9
422,423,Maheswar Munda,0,0,Must buy!,1,Osm.,8
210,211,Jiyab  Rahim ,2,0,Simply awesome,1,Beautiful ❤️❤️.,22
462,463,NINAMA SANDIP RAJESHBHAI,0,0,Simply awesome,1,Best build quality.,29
1233,1234,Rohit  sony,1,0,Moderate,0,Batery drain very fast..,37
1319,1320,Ranjit Debbarma,0,0,Perfect product!,1,Satisfactory.,17
1281,1282,Raja Raj,0,0,Wonderful,1,Value for money ??.,32
967,968,shreyansh pareek,0,0,Wonderful,1,Everything good but battery drain.,50
110,111,dinesh pareek,15,6,Worthless,0,Not good as expected.,34
702,703,Ashutosh Rana,22,5,Decent product,1,Performance 3/5Battery.         1/5Camera.         3/5Charging.       5/5Design.           5/5Gaming.         3/5 All is ok but battery performance is very bad ??Phone is very heated  in normal use it is very disappointing to meAfter that phone is like ok ....????.,330
523,524,SUNANDA HARTI,0,0,Super!,1,Nice product.,20
1014,1015,Amjad Ali,0,0,Mind-blowing purchase,1,Nice product.,20
1246,1247,Flipkart Customer,0,0,Awesome,1,Love you OnePlus.,27
1364,1365,Flipkart Customer,8,6,Worthless,0,Phone does not feel premium in hand very bad look and material.,100
1268,1269,Flipkart Customer,0,0,Does the job,1,Normal quality.,22
593,594,Pramod Panchal,0,0,Wonderful,1,Good  oneplus.,20
219,220,Abinesh  S.a,2,1,Worth every penny,1,Superb phone must buy.,35
566,567,Dev Jaiswal,0,0,Must buy!,1,Gaming is not so good but overall phone is very good.,87
797,798,Prashant Choudhary,5,3,Nice,1,"After using 1 month all good like performance,display, camera, design, only issue with battery performance which is unacceptable only getting less than 5 hour screen on time after 2 update by OnePlus still no improvement in battery performance..",360
1279,1280,Khushi  Gupta,0,0,Simply awesome,1,Awesome phone too light weight.,47
987,988,Flipkart Customer,0,0,Just okay,1,Oneplus super mobile device.,41
446,447,Akash Mali,0,0,Excellent,1,Ossam superb Mobile qualities..,44
1391,1392,Vinoth Kumar,0,0,Highly recommended,1,Over all everything is good.,44
835,836,Soumik Pal,1,0,Brilliant,1,No doubt it is a very good mobile for allround.,78
611,612,Mudit Chhabra,0,0,Best in the market!,1,Nice phoneAmazing camera.,35
715,716,Mohd Kaif,3,0,Just wow!,1,Camera performance mind blowing ??.,51
533,534,B kanheya Rao,0,0,Nice,1,"Camera was good , design was ok but in oxygen OS is there some bug's are her !.",134
1153,1154,SUNIL KUMAR SWAIN,0,0,Classy product,1,Nice.,9
783,784,abhishek singh,0,0,Worth the money,1,Tnx.,8
1257,1258,Suyash Rajput,0,0,Perfect product!,1,"Feature packed, good display, very good performance, moderate battery backup.",108
342,343,prasanta kumar  minz,0,0,Perfect product!,1,Nice.,9
354,355,Arsh Ansari ,0,0,Nice product,1,Under 40k is best deviceOwesome displayDecent camera.,75
169,170,Shalini Dahiya Barman,4,0,Very Good,1,Nice mobile OnePlus.,30
813,814,Harjot Singh,0,0,Wonderful,1,Battery is ok or rather decent Performance is great at this priceCamara is also good at this priceDesign is really outstanding Display is the best feature of this phone I guess.,271
77,78,Himanshu  Yadav ,1,0,Mind-blowing purchase,1,All the things are good  But battery performance is not good in Samsung smartphone.,125
1300,1301,Chandan Kumar,0,0,Awesome,1,Nice produ.,18
21,22,Aamir Mohammed,7,2,Brilliant,1,Display - 5/5Camera - 5/5Performance - 4.5/5Look - 5/5Battery - 4/5.,102
676,677,Subhadeep Sadhukhan,22,3,Good choice,1,On a scale of 5.Display ?? 5Performance4Battery ?? 4Front camera ?? 2.5Rear camera ?? 4Haptics 4.5Speaker ?? 4Design 4Connectivity 5Nothing will upset you if u buy this phone except for the front camera. This phone is performing astonishingly good in connecting 5G..,393
996,997,Bhavesh Kumar Singh,0,0,Delightful,1,Under 25000 good phone.,36
746,747,Flipkart Customer,2,0,Terrific,1,OnePlus Nord 3g mobile is so good.,56
866,867,kuramdasu manikanta,3,2,Just okay,1,"Hanging started after 3 months hanging, hanging, hanging.",82
602,603,Maharshi Bhimavaram,0,0,Must buy!,1,awasome product.,23
805,806,Anshu Kumar  Sharma,1,0,Must buy!,1,Cool in proce.,24
703,704,Srimanth Sunny,4,0,Really Nice,1,"It's a complete package for around 30k the oxygen OS doing its job clean ui it's been a week using it everything is fine.Mainly the camera is top notch particularly selfie camera and ois is good,performance is good.the only thing I noticed is that the battery is draining a little quicker more or less give us about 5.5-6hrs .but thanks to the 80 w charger overall good phone for 30k.",595
406,407,Anjali  Maurya ,0,0,Worth every penny,1,Gd.,7
1030,1031,Shiv Mohapatra,1,0,Worthless,0,Heating issue and software bug.,47
5,6,Hemanth Sai Mallarapu,245,63,Unsatisfied,1,"Overall My Experience was Ok with these Samsung S23 FE mobilePros: Design: I love the design of the mobile Glass back and Alliminium sides, Mint color was super attractive and good In hand feeling.Camera: Camera was Awesome, 8K video option from Back Camera and 4K option for Front Camera and Colors and tones are Natural.Samsung UI: In my personal experience on Android mobiles Samsung One UI and Oneplus Oxygen UI's are the best. You can get Samsung AI experience in One UI 6.1 version. ....",749
1301,1302,sandeep adhegaonkar,0,0,Decent product,1,"Compare to this price, Samsung is better..",64
629,630,Subhankar Mondal,0,0,Mind-blowing purchase,1,Awesome 👍.,17
752,753,Altamash  Tanweer ,1,0,Mind-blowing purchase,1,Very much satisfied with the performance except battery as it is draining quicker than expected and the phone get warm..,181
1245,1246,Amala  Mallu,0,0,Waste of money!,0,Worst waste of money.,34
1389,1390,Rupendra  Sharma,0,0,Mind-blowing purchase,1,All good no issue.,31
1295,1296,sharad Giram,0,0,Worth every penny,1,Nice Phone in This Price.,41
781,782,Sai Pavan,1,0,Good quality product,1,"Battery is not upto the mark.Stunning looks,Camera could have been better.Overall a nice phone for 21k..",153
408,409,Aadhya  Kashyap ,0,0,Awesome,1,Awesome look.,20
750,751,Swapnaneel  Sarkar ,2,0,Highly recommended,1,It is a nice product and I am satisfied with the delivery experience..,110
599,600,Nilesh Singh,2,0,Terrible product,0,1' Performance is good but slightly heating.2' Battery draining fast.3'Camera is not good as per budget not happy with the camera. 4' notification indications are not available .After 8 months of use. OS 14 update makes your Bluetooth option missing . No service available online ..,421
717,718,Kshitij Kashyap,3,0,Wonderful,1,"Good For Normal UsageCamera: Take good photos, portrait mode good but doesn't zoom. Not recommended for videography, too much over sharpening.Battery: Okay, 6-7 Hours SOT. Charging Time - 35 to 40 Minutes.Storage: System takes about 20GB, 100GB free available space. Go for 256GB varient if you can.User experience: Good user experience no lags in normal usage..",531
458,459,Flipkart Customer,0,0,Mind-blowing purchase,1,Nice product.cam and touch is very good. Battery life also goog.,98
957,958,INBA ,0,0,Highly recommended,1,Camera ?? very nice ??.......,45
926,927,Dev Goyal,0,0,Good quality product,1,Good Phone for use.,32
907,908,Binod Kumar Barai,0,0,Fabulous!,1,Awesome overall very good.,39
714,715,Rama krushna Babu,3,0,Terrific,1,Good product ??.,26
1198,1199,Shashwat Shukla,0,0,Brilliant,1,I love the design performance is good but the camera isn't good enough.,111
168,169,Alok Mandal,3,0,Simply awesome,1,"Since this was my first phone in Android of this mid range. After so many research and reviews , finally chose this one. And I am happy that I made a good choice. This phone is really worth it in this price segment. From gaming experience to photography. It never disappoints me.The super fast vooc charging is something beyond my expectations. It is too awesome.You may go for this phone, even if you are not confident, it will never disappoint you..",695
300,301,Bobby Bezawada,1,0,Perfect product!,1,It's really awesome👍👏.,32
400,401,dinesh kumar  vishwakarma,0,0,Brilliant,1,Very good phone.,26
520,521,RAJESH ,0,0,Classy product,1,Value for money..,27
444,445,Vishal  Dugane,0,0,Mind-blowing purchase,1,Nice phone.,18
1134,1135,Viru Kumar,0,0,Perfect product!,1,Good.,9
761,762,Sima Sardar,3,1,Great product,1,Best phone.,18
1018,1019,Flipkart Customer,0,0,Great product,1,Good ??.,15
104,105,Thiyagu Yadav,26,8,Just okay,1,Battery very worst.,29
1357,1358,Flipkart Customer,0,0,Excellent,1,Fantastic product.,25
724,725,Jay Barman,12,6,Highly recommended,1,Amazing camera.,22
624,625,Ravi Gujrati,0,0,Terrific purchase,1,Good 👍.,14
256,257,Rupesh Kumar,1,0,Simply awesome,1,Good.,9
657,658,PRADIP  DAS,0,1,Best in the market!,1,Nice Phone.,18
1148,1149,Chinmaya Sahoo,0,0,Fabulous!,1,Good.,9
1005,1006,Flipkart Customer,0,0,Delightful,1,Best phone under 25k just camera is good but not perfect.,91
1143,1144,Flipkart Customer,0,0,Simply awesome,1,"Display is very smooth, camera is great, network capture is excellent, everything is great....I am very happy... Thank u Flipkart for delivery....",213
139,140,Flipkart Customer,2,0,Classy product,1,Good product.,20
220,221,Tameem Ansari,2,1,Highly recommended,1,Nice Quality camera.i like this mobile.,58
888,889,putta Mahesh,117,26,Worthless,0,Battery draining sooo fast with out operating also drains very fast very bad experience in battery ?? performance.,169
1054,1055,Rupam Kumari,0,0,Must buy!,1,Excellent phone.,23
1310,1311,Jitendrakumar Gelot,0,0,Mind-blowing purchase,1,Good camera and best mobile.,44
410,411,Flipkart Customer,0,0,Terrific purchase,1,Good.,9
399,400,Vedi Vedi,0,0,Terrific,1,Super mobile I really loved it.,50
495,496,Arun Shankhdhar,0,0,Simply awesome,1,Best phone in under 40k...,42
248,249,Shyni  Sheraf,1,0,Highly recommended,1,I have been using this since 2 weeks. Upto this day performance is 👍. Yh!!! I love this phone 🤗✨.,158
237,238,SaTyaM R,1,0,Super!,1,One Plus is The Best 😁.,42
292,293,Gulli koteswara  Rao,1,0,Must buy!,1,very good 👍.,22
1224,1225,Sudem Narzary,2,0,Waste of money!,0,Battery drain ..bgmi 90fps is just for name ....,76
278,279,salim khan,1,0,Terrific purchase,1,Night Mode Is superb All Performance is superb portate mode is awasome.,108
1003,1004,Brahmdev Prajapati,2,2,Waste of money!,0,Hiting problem.,22
936,937,Tushar  Kumar ,0,0,Simply awesome,1,Good performance.,24
313,314,Panche Chotu,1,0,Decent product,1,5g network slow support.,37
88,89,Sanjoy Kundu,1,0,Classy product,1,Great performance.,25
43,44,Nimish Arora,24,5,Moderate,0,Slow charged and quickly battery discharge.,62
69,70,jaydip koka,2,0,Highly recommended,1,Good.,9
407,408,harsh Vashishtha,0,0,Classy product,1,"I can't expect a better phone than one plus 11R. It is a complete package. It deserves full marks in every segment. I tried out to figure out the cons, but failed. It is just awesome. Camera is superb, battery is perfect. The charger is great.. this phone is really STUPENDO FANTASTICALLY FANTASTICAL..",462
328,329,Shubhadip Samui,0,0,Nice product,1,Very good product......,33
103,104,Abhishek Prasad,13,4,Decent product,1,"Camera, display is good but the phone heats a lot and the battery drains too quickly..",135
1314,1315,Flipkart Customer,0,0,Fair,1,Just like awesome.,28
634,635,AxitKumar  Joshi ,0,0,Awesome,1,Superb Phone.,20
993,994,Akhil Choudhary,0,0,Terrific,1,"Cost is a bit high,but performance wise is a decent phone..",93
395,396,Mohammad  Maruf,0,0,Must buy!,1,Very good product.,28
204,205,Rajput boy Dhiraj,2,0,Terrific purchase,1,Very good phone 👍👍😊.,33
1171,1172,Gopabandhu  Parida ,0,0,Brilliant,1,Good.,9
578,579,PRABHU CHAWAN,0,0,Fair,1,Good.,9
1372,1373,Venkat Kalyan,0,0,Awesome,1,Nice Mobile worth it ??.,40
775,776,Ajijur Rahman,1,0,Nice product,1,great product . go for it.,45
833,834,Sajanpreet Singh,1,0,Simply awesome,1,Good product.,20
232,233,Binesh Shaw,0,0,Mind-blowing purchase,1,Very nice phone.,26
1156,1157,Flipkart Customer,0,0,Great product,1,Excellent.,14
893,894,Kirit Patel,2,0,Could be way better,0,Battery issue.,21
1074,1075,Shaikh Mijazahmed 9998653797,0,0,Nice product,1,Nice mobile thanks Flipkart.,41
466,467,Nivedhitha  D,0,0,Pretty good,1,Osm to use this product and the performance and features very extreme level..thank you Flipkart....,145
412,413,Tanu,0,0,Excellent,1,Excellent product 👍.,30
980,981,Vicky Hiralkar,0,0,Terrific,1,What a picture ????EAD MORE,43
760,761,sanjay thomas,6,4,Great product,1,"Mobile is wonderful, the display, speaker, camera. Only battery is of not that standard. Overall love it..",158
823,824,Flipkart Customer,0,0,Just wow!,1,Best for this price. Go for it.,53
357,358,Kingston S,0,0,Great product,1,Good 👍.,14
525,526,Akash  Deep,0,0,Good quality product,1,Good.,9
1400,1401,Pradeep Mall Vishen,0,1,Does the job,1,Good products....Camera is osm...Battery back is not satisfaction.Overall Best mobile should be one plus node3 near about 25k..,182
126,127,Sandeep  Rathour,1,0,Terrific purchase,1,Overall a good mobile.,35
1367,1368,Flipkart Customer,0,0,Nice product,1,Display is good battery drains little fast and according to me design has to be changedCamera is disent.,159
1201,1202,Sandeep Dubey,0,0,Highly recommended,1,Thanks flipkart.,23
1376,1377,Arjun Kumar Sharma,0,0,Super!,1,Super nice phone??.,29
1211,1212,Naresh  Jandu ,0,0,Best in the market!,1,Ok.,7
16,17,My Account,11,4,Terrific,1,"Overall, good phone except the heating issues.",68
693,694,Kanaga Raj,5,0,Very Good,1,sound and phone performance is fantastic..no heating issues..no hanging and lagging.. display very smoothly.charging very fast..draw backs battery drains very fast..and to improve camera quality performance...,288
1055,1056,Flipkart Customer,0,0,Very Good,1,"Nice choice, one of the best display quality.",70
1045,1046,Flipkart Customer,0,0,Must buy!,1,Good phone.,18
375,376,Ajit kumar Kumar ,0,1,Perfect product!,1,Super duper mobile and camera very nice selfie and front.,88
498,499,SYED ISMAIL S,0,0,Really Nice,1,Very very good product.,36
177,178,Ishwar  Singh ,5,1,Terrific,1,"This  phone is killler in this range...It's a perfect phone with amazing.. processor,camera, performance...so it is such a very nice phone❤️👑..we'll go for it 😚.",236
70,71,Flipkart Customer,2,0,Excellent,1,"Not expected betary life ,but camera,display, desien awesome.",86
1365,1366,Siddarajeurs MR Urs,0,0,Simply awesome,1,Nice good looking...,30
664,665,Aisha Roy,191,36,Awesome,1,Happy to have this phone.,41
337,338,Chetan Thakare,0,0,Mind-blowing purchase,1,Very nice performance and camera is awesome 🤩Must buy 🤩.,87
780,781,HIMANSHU . ,0,0,Very Good,1,All good?? but battery very fast drain ??.,67
1150,1151,Shobhendra Yadav,0,0,Must buy!,1,Very nice camera and battery is the best post the photo.,90
1,2,Dhyey Thakkar,89,17,Must buy!,1,Awesome photography like apple must buy don't go with negative review Only issue with heating normally heat.,160
3,4,anupam sahoo,301,104,Awesome,1,📷-awesome Display-outstanding 🔋-could be better Performance-best.,84
1093,1094,SuRaJ Sm.  Chauhan,0,0,Awesome,1,Camera is best ????????????????????????????.,57
133,134,Flipkart Customer,1,0,Good quality product,1,"I bought s23 fe 256 gb variant.It's camera, display and ui is awesome.It's processor is decent not for gamers and battery backup is average.Overall it's a good device, you fill warm first 3,4 days then becomes normal..",330
590,591,Naresh Wanga,0,0,Terrific,1,Super.,10
991,992,Flipkart Customer,0,0,Nice product,1,Nice looking.,20
53,54,Bhaskarjyoti Das,4,2,Pretty good,1,"After using the Samsung S23 FE for around 15 days, I've compiled my thoughts on its various aspects.Performance and Value:Priced at under 40k (256GB), the Samsung S23 FE stands out as one of the best options in its price range. However, it's essential to note that no mobile device is without its drawbacks.Durability:One notable downside is its tendency to overheat, especially during outdoor use. This issue can be quite frustrating, akin to holding a hot pan.Camera Performance:On the ....",730
656,657,LOKESH MC,0,0,Super!,1,Good mobile.,19
612,613,Kottapalli  Sunil,0,0,Value-for-money,1,Super 👍.,15
910,911,Sourav Nayak,0,0,Worth the money,1,Average Battery and camera is good not best buy it if available under 20k.,117
111,112,SUSMITA DINDA,0,0,Must buy!,1,I love Samsung mobile 📱.,40
983,984,Masoom Reza,0,0,Good,1,Phone is really good except battery backup. Good All-Rounder Phone in this price range (Under 24K).In normal use no heating issue only one problem face that is battery. Battery backup disappoint me.,295
1136,1137,Mahin Jr,0,0,Wonderful,1,"Nice phone, no complaints to show and tell neat phonea.",86
393,394,Riyaj Pathan,0,0,Simply awesome,1,Good.,9
874,875,Venu Gopal Racharla,0,0,Nice,1,battery discharging rapidly.,38
1409,1410,ajit Palva,0,0,Good choice,1,Superb ?? I love it.,36
794,795,Om Prakash Prakash,1,0,Delightful,1,Good.,9
440,441,sunil kumar,0,0,Wonderful,1,Cool.,9
1253,1254,Vikash Kumar ,0,0,Terrific purchase,1,Overall best mobile.,30
751,752,Harish  Tembhurne,1,0,Worth every penny,1,"Awesome for daily use but battery is not enough for a day, it drains in Little use also but charging is awesome..",180
604,605,Flipkart Customer,0,0,Mind-blowing purchase,1,Amazing Phone at this prices.,45
367,368,Manikanta  Lanka,0,0,Good choice,1,Jest ok.,15
201,202,Prabhu Samal,2,0,Best in the market!,1,Just wow.,16
346,347,Gubendran MG,0,2,Just wow!,1,I like very much fast performance camera super smooth and fast.,97
199,200,Rohit Nishad,2,0,Simply awesome,1,It's Awesome mobile..,31
897,898,Dr Dhamodharan  Ram,0,0,Terrific purchase,1,Awesome product.... With an unimaginable price .... This is a wonderful deal .... Person who  buys the product at this time are the lucky ones .. best value for money ever.,265
628,629,Flipkart Customer,0,0,Just wow!,1,Very very nice phone 🤳📱📱.,41
937,938,SATISH KUMAR,0,0,Really Nice,1,"Nice camera, design, display,.....But battery backup are poor..",88
975,976,Hariom Kumar,0,0,Brilliant,1,"So ,nice.",16
239,240,Fazil Mohammad,1,0,Perfect product!,1,Best performance snapdragon gen 1 is a powerful processor....And camera is also goodAnd displt is awesome but peak brightness is Low then another devices.,227
1098,1099,Flipkart Customer,0,0,Pretty good,1,Nice product.,20
1061,1062,Shaik Mohammad Yaseen ,0,3,Great product,1,It is a complete package of the mobile. Battery is excellent camera is ok okay and display is too good and it though feel premium in touch but look wise it looks like a oneplus budget mobile due to the same designing factor of the CE series.,383
800,801,Flipkart Customer,2,1,Highly recommended,1,"Hey guys writing my review after 3 weeks of useHeres a excellent ?? monster performance sleek under your budgetCamera was really awesome both front and rear You will find the magic in each and every shots though you are not a pro photographerSystem update was time to time One of the fastest 5G bandsAnother advantage of Nord 3 is it's ?? INBOX supervoc ,80 w charger ,which hits 100 within 10 mins to 12 mins of Max8% to 50%in 5 mins ,most trustable charging segment in the critical ....",756
1157,1158,rakesh  kumar,0,0,Excellent,1,Best ever segment under this price just ho for it. I purchase it for my wife.,126
1107,1108,VISHAL,0,0,Must buy!,1,Nice project.,20
1047,1048,sahil Manhas,3,0,Worst experience ever!,0,Not recommended.Battey backup is very low .Camera quality is average..,101
86,87,Tushar Datta,1,0,Best in the market!,1,Samsung has done a wonderful job this time and has beat the iPhone type best to be used in this mobile range...,178
1255,1256,Shankar Shande,0,0,Terrific purchase,1,Nice product.,20
1049,1050,Nitainanda Sethy,0,0,Awesome,1,Best phone in this price range..,51
668,669,Anshul Vineet,20,1,Must buy!,1,"I have been using this mobile oneplus nord 3 for 2 week and this is my experience1. Display : is very good and can go to decent brightness. Watching videos is a good experience. 120fps mode looks good too. Not watched much hdr content on it. Also not sure how 120fps works with games. 2. Battery : It easily lasts full day of medium usage, and with 80 watt charger included battery charges from 0 to 100 in around 40 min. So battery is not a issue. Earlier used to charge my previous phone overn....",785
211,212,Abhishek Tiwari,2,0,Excellent,1,Osm PERFORMANCE....GREAT PHONE DON'T LISTEN FAKE REVIEWS PHONE IS BEST AND 90FPS IS UNLOCKED IN PUBG GLOBAL.,160
179,180,Flipkart Customer,3,0,Wonderful,1,Awesome Phone 📱Amazing Performance 👏Fabulous Camera 📸Overall performance great📱.,108
391,392,Rahul  Yadav,0,0,Slightly disappointed,0,Average.,12
919,920,Yogendra Joshi,4,1,Useless product,0,"The phone has a massive heating issue. Battery is decent but drains faster in comparison to previous nord models, you have to charge the phone 3-4 times a day. Due to heating, it affects performance as you will experience lags in gaming. Frame rates drop continuously. The phone will start heating after 2-3 minutes even if you use a normal app. Overall its the worst Nord model. Please don't buy it ??..",621
1262,1263,Flipkart Customer,0,0,Terrific purchase,1,Nic product.,19
809,810,Flipkart Customer,1,0,Excellent,1,Nice camera quality photo Good phone.,56
950,951,Siddhartha Bhunia,0,0,Brilliant,1,Good camera ??.,25
1118,1119,Mohammad Ajmal  Ansari,0,0,Awesome,1,Nice Product And Thank you FlipkartOnly 8 Hours Delivery ?? Time for This ProductI'm So Happy ?? Delivery Too Fast ??EAD MORE,192
1038,1039,Sham Singh,0,0,Highly recommended,1,This range phone is better.,43
791,792,Kanteshwar  Ravikanth ,1,0,Good choice,1,Just ok.,15
378,379,Vikash Kumar,0,0,Classy product,1,Thxx.,9
865,866,Ranjit Kumar,1,0,Classy product,1,Mind blowing.,20
1338,1339,Kongkon  Daimary,0,0,Excellent,1,Loved it every bit.. Thanks for this amazing product OnePlus.,92
1390,1391,HARSHAD PANCHAL,0,0,Brilliant,1,Best quality.,20
904,905,Souvik Mukherjee,0,0,Worth every penny,1,My favourite phone ??????????.,43
268,269,Jumit Virdi,1,0,Fabulous!,1,Awesome.....,16
720,721,Ronit Purkayastha,2,0,Excellent,1,Nice..,10
